text,label
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: MeteoScan. Description: Capteurs IoT mesure temperature humidite atmospherique et prevision pluie regions.",0
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: AgriBot. Description: Robot agricole autonome pour semis recolte parcelles familiales.",0
"Titre: HACKATHON DES DEVS DU GRAND NORD DU CAMEROUN (EDITION 1). Theme: Le numerique au service de la sante. Solution: StormAlert. Description: Systeme detection orages eclairs vents violents alertes SMS populations rurales.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: CardioCheck. Description: Dispositif connecte suivi rythme cardiaque et alertes en cas AVC. Surveillance continue patients cardiaques.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: MeteoScan. Description: Capteurs IoT mesure temperature humidite pression atmospherique prevision pluie.",0
"Titre: Agritech Innovation Challenge Acte 2. Theme: Transformation durable du secteur agropastoral au Cameroun. Solution: EduKids. Description: Application apprentissage lecture ecriture enfants avec exercices interactifs et suivi pedagogique.",0
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Solution: CardioCheck. Description: Dispositif connecte suivi rythme cardiaque alertes AVC surveillance patients cardiaques.",0
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Solution: DonSang Connect. Description: Plateforme mise en relation donneurs sang et hopitaux geolocalisation.",0
"Titre: Hackathon de orange. Theme: Climate Change Challenge. Solution: GlucoTrack. Description: Dispositif surveillance glycemie diabetiques alertes automatiques medecin.",0
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Solution: MeteoScan. Description: Capteurs IoT mesure temperature humidite pression atmospherique prevision pluie regions.",0
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Solution: CardioCheck. Description: Dispositif connecte suivi rythme cardiaque alertes AVC surveillance cardiaque.",0
"Titre: Hackathon du devsfest de maroua. Theme: Intelligence artificielle au service de l impact local. Solution: StormAlert. Description: Systeme detection orages eclairs vents violents alertes SMS populations rurales zones meteo.",0
